street_number,actual_street_name,Suburb,country,Borough,County,london_region,region,Date,day,month,year,quarter,value,tenure_type,tenancy_type,leasehold_unexpired_term,ground_rent_dummy,ground_rent_inpounds,rent_yearly_inpounds,years_purchase
11,LYNCROFT GARDENS,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,5/12/1901,5,12,1901,4,850,LEASEHOLD,YEARLY,94,1,11,70,12.14285714
25,ST. GEORGE'S ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,19-04-1901,19,4,1901,2,485,LEASEHOLD,YEARLY,48,1,10,60,8.083333333
8,STRATHRAY GARDENS,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,1/3/1901,1,3,1901,1,3000,LEASEHOLD,YEARLY,75,1,20,,
23,UPPER PARK ROAD,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,1/3/1901,1,3,1901,1,600,LEASEHOLD,YEARLY,50,1,5.25,,
64,WEST END LANE,HAMPSTEAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,4/6/1901,4,6,1901,2,1650,LEASEHOLD,YEARLY,77,1,,130,12.69230769
95,DRUMMOND STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,22-11-1901,22,11,1901,4,115,LEASEHOLD,YEARLY,15,1,7,20,5.75
30,EDWARD STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,14-10-1901,14,10,1901,4,500,LEASEHOLD,YEARLY,23,1,8,56,8.928571429
41,MORNINGTON CRESCENT,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,28-03-1901,28,3,1901,1,775,FREEHOLD,YEARLY,999,0,,48,16.14583333
37,OAKLEY SQUARE,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,25-06-1901,25,6,1901,2,400,LEASEHOLD,YEARLY,53,1,23,65,6.153846154
10,RUTLAND STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,26-02-1901,26,2,1901,1,1200,FREEHOLD,YEARLY,999,0,,,
14,RUTLAND STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,22-11-1901,22,11,1901,4,645,LEASEHOLD,YEARLY,35,1,4,54,11.94444444
79,WILLIAM STREET,HAMPSTEAD ROAD,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,22-11-1901,22,11,1901,4,250,LEASEHOLD,YEARLY,21,1,7,44,5.681818182
8,BAKER ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,24-05-1901,24,5,1901,2,350,LEASEHOLD,YEARLY,81,1,7.5,40,8.75
37,CASSELDEN ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,28-02-1901,28,2,1901,1,375,LEASEHOLD,YEARLY,90,1,5.25,36,10.41666667
47,CRAVEN PARK ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,22-08-1901,22,8,1901,3,565,FREEHOLD,YEARLY,999,0,,45,12.55555556
24,GREENHILL PARK,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,24-05-1901,24,5,1901,2,925,FREEHOLD,YEARLY,999,0,,60,15.41666667
27,GREENHILL ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,12/6/1901,12,6,1901,2,350,LEASEHOLD,YEARLY,87,1,7.5,45,7.777777778
3,HARLESDEN PARK ROAD,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,13-05-1901,13,5,1901,2,1455,FREEHOLD,YEARLY,999,0,,75,19.4
68,HIGH STREET,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,10/1/1901,10,1,1901,1,1370,LEASEHOLD,YEARLY,99,1,32,125,10.96
228,HIGH STREET,HARLESDEN,UNITED KINGDOM,Brent,Greater London,OUTER,Greater London,10/1/1901,10,1,1901,1,710,LEASEHOLD,YEARLY,83,1,5,60,11.83333333
2,COLINA ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,8/7/1901,8,7,1901,3,205,LEASEHOLD,YEARLY,80,1,6,32.4,6.327160494
11,COLINA ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,22-05-1901,22,5,1901,2,225,LEASEHOLD,YEARLY,79,1,6,31.2,7.211538462
106,FAIRFAX ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,13-11-1901,13,11,1901,4,425,FREEHOLD,YEARLY,999,0,,30,14.16666667
111,HARRINGAY ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,21-03-1901,21,3,1901,1,260,LEASEHOLD,YEARLY,79,1,6.3,30,8.666666667
78,WARHAM ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,13-11-1901,13,11,1901,4,525,FREEHOLD,YEARLY,999,0,,36,14.58333333
55,WIGHTMAN ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,3/10/1901,3,10,1901,4,370,LEASEHOLD,YEARLY,83,1,7.5,38,9.736842105
121,WIGHTMAN ROAD,HARRINGAY,UNITED KINGDOM,Haringe,Greater London,OUTER,Greater London,16-12-1901,16,12,1901,4,395,LEASEHOLD,YEARLY,89,1,7.5,38,10.39473684
13,CROGSLAND ROAD,HAVERSTOCK HILL,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,26-03-1901,26,3,1901,1,595,LEASEHOLD,YEARLY,65,1,8,60,9.916666667
38,MAITLAND PARK ROAD,HAVERSTOCK HILL,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,21-11-1901,21,11,1901,4,450,LEASEHOLD,YEARLY,50,1,7.5,55,8.181818182
54,MAITLAND PARK ROAD,HAVERSTOCK HILL,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,16-10-1901,16,10,1901,4,400,LEASEHOLD,YEARLY,50,1,6.5,36,11.11111111
29,PARKHILL ROAD,HAVERSTOCK HILL,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,7/11/1901,7,11,1901,4,665,LEASEHOLD,YEARLY,49,1,12,80,8.3125
5,COVENTRY STREET,HAYMARKET,UNITED KINGDOM,Westmin,Greater London,INNER,Greater London,1/8/1901,1,8,1901,3,2500,COPYHOLD,YEARLY,999,0,,7,357.1428571
11,DERONDA ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,16-07-1901,16,7,1901,3,325,LEASEHOLD,YEARLY,57,1,8.4,45,7.222222222
41,HINTON ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,22-05-1901,22,5,1901,2,310,LEASEHOLD,YEARLY,72,1,5.5,,
29,LOWDEN ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,235,LEASEHOLD,YEARLY,65,1,5,30,7.833333333
267,NORWOOD ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,520,LEASEHOLD,YEARLY,69,1,6.3,55,9.454545455
54,SHAKESPEARE ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,13-03-1901,13,3,1901,1,310,LEASEHOLD,YEARLY,66,1,6,32,9.6875
141,SHAKESPEARE ROAD,HERNE HILL,UNITED KINGDOM,Lambeth,Greater London,INNER,Greater London,13-03-1901,13,3,1901,1,300,LEASEHOLD,YEARLY,70,1,5.25,,
45,ABERDEEN PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-05-1901,30,5,1901,2,1050,LEASEHOLD,YEARLY,54,1,10,,
37,AUBERT PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,13-06-1901,13,6,1901,2,500,LEASEHOLD,YEARLY,76,1,3,45,11.11111111
46,AUBERT PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-04-1901,30,4,1901,2,510,LEASEHOLD,YEARLY,62,1,10,50,10.2
21,DAVENANT ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,345,LEASEHOLD,YEARLY,56,1,6,38,9.078947368
102,GROSVENOR ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-02-1901,28,2,1901,1,580,LEASEHOLD,YEARLY,48,1,10.5,80,7.25
125,GROSVENOR ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,1/5/1901,1,5,1901,2,680,LEASEHOLD,YEARLY,54,1,8.4,72,9.444444444
25,HIGHBURY GROVE,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,4/7/1901,4,7,1901,3,640,LEASEHOLD,YEARLY,41,1,,90,7.111111111
30,HIGHBURY HILL,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-06-1901,25,6,1901,2,1030,LEASEHOLD,YEARLY,56,1,19.5,,
66,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-01-1901,29,1,1901,1,800,LEASEHOLD,YEARLY,48,1,10.5,80,10
127,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,21-02-1901,21,2,1901,1,835,LEASEHOLD,YEARLY,50,1,10.2,90,9.277777778
129,HIGHBURY NEW PARK,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,10/10/1901,10,10,1901,4,525,LEASEHOLD,YEARLY,48,1,12,90,5.833333333
29,HIGHBURY QUADRANT,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-05-1901,30,5,1901,2,1000,LEASEHOLD,YEARLY,49,1,17.85,,
13,HIGHBURY TERRACE,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-03-1901,26,3,1901,1,1015,FREEHOLD,YEARLY,999,0,,70,14.5
24,KELVIN ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-04-1901,30,4,1901,2,475,LEASEHOLD,YEARLY,63,1,7,48,9.895833333
24,KELVIN ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,3/12/1901,3,12,1901,4,460,LEASEHOLD,YEARLY,67,1,7,48,9.583333333
59,LEIGH ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,31-07-1901,31,7,1901,3,550,LEASEHOLD,YEARLY,58,1,10,65,8.461538462
24,LUCERNE ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,18-04-1901,18,4,1901,2,400,LEASEHOLD,YEARLY,80,1,7.5,45,8.888888889
21,MENTONE ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/10/1901,7,10,1901,4,530,LEASEHOLD,YEARLY,63,1,7,,
125,RIVERSDALE ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-01-1901,30,1,1901,1,380,LEASEHOLD,YEARLY,69,1,7,40,9.5
3,WITHERINGTON ROAD,HIGHBURY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,650,LEASEHOLD,YEARLY,83,1,8.4,50,13
34,CROMWELL AVENUE,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,20-11-1901,20,11,1901,4,435,LEASEHOLD,YEARLY,69,1,9,42,10.35714286
49,CROMWELL AVENUE,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,31-07-1901,31,7,1901,3,1050,FREEHOLD,YEARLY,999,0,,75,14
66,LANGDON ROAD,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,24-09-1901,24,9,1901,3,400,LEASEHOLD,YEARLY,96,1,8,,
95,NORTH HILL,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,5/12/1901,5,12,1901,4,530,COPYHOLD,YEARLY,,0,,30,17.66666667
58,RAYDON STREET,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,24-04-1901,24,4,1901,2,230,LEASEHOLD,YEARLY,63,1,5.25,,
41,WOODSOME ROAD,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,1/11/1901,1,11,1901,4,450,LEASEHOLD,YEARLY,60,1,7,42,10.71428571
14,WOODVIEW GARDENS,HIGHGATE,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,11/1/1901,11,1,1901,1,515,LEASEHOLD,YEARLY,90,1,5,,
132,HIGH HOLBORN,HOLBORN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,5/2/1901,5,2,1901,1,1775,LEASEHOLD,YEARLY,24,1,,200,8.875
70,RED LION STREET,HOLBORN,UNITED KINGDOM,Camden,Greater London,INNER,Greater London,13-06-1901,13,6,1901,2,2270,FREEHOLD,YEARLY,999,0,,100,22.7
13,ALEXANDER ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,24-09-1901,24,9,1901,3,350,LEASEHOLD,YEARLY,56,1,6,36,9.722222222
10,ANATOLA ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,1/2/1901,1,2,1901,1,265,LEASEHOLD,YEARLY,68,1,6,,
3,ASHBROOK ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,14-02-1901,14,2,1901,1,385,LEASEHOLD,YEARLY,74,1,4.75,30,12.83333333
38,BICKERTON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-01-1901,30,1,1901,1,380,LEASEHOLD,YEARLY,75,1,6.5,38,10
138,BRECKNOCK ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,21-06-1901,21,6,1901,2,450,LEASEHOLD,YEARLY,41,1,8,55,8.181818182
366,CAMDEN ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,15-07-1901,15,7,1901,3,375,LEASEHOLD,YEARLY,41,1,20,75,5
8,CHESTER ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,15-05-1901,15,5,1901,2,400,LEASEHOLD,YEARLY,80,1,8.5,42,9.523809524
45,CORBYN STREET,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/10/1901,7,10,1901,4,260,LEASEHOLD,YEARLY,69,1,5.5,,
68,COTTENHAM ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-07-1901,26,7,1901,3,305,LEASEHOLD,YEARLY,62,1,6.3,36,8.472222222
61,CROMWELL ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-01-1901,30,1,1901,1,205,LEASEHOLD,YEARLY,64,1,1,25,8.2
106,DEVONSHIRE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-02-1901,26,2,1901,1,370,LEASEHOLD,YEARLY,51,1,6.3,34,10.88235294
2,DRAYTON PARK,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,24-10-1901,24,10,1901,4,315,LEASEHOLD,YEARLY,32,1,8,50,6.3
7,DRAYTON PARK,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,19-12-1901,19,12,1901,4,580,LEASEHOLD,YEARLY,62,1,8,58,10
51,ELTHORNE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-10-1901,28,10,1901,4,315,LEASEHOLD,YEARLY,65,1,6.5,40,7.875
55,ELTHORNE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-10-1901,28,10,1901,4,315,LEASEHOLD,YEARLY,61,1,14,45,7
5,ENKEL STREET,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/11/1901,7,11,1901,4,305,LEASEHOLD,YEARLY,59,1,6,32,9.53125
3,FAIRBRIDGE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,9/7/1901,9,7,1901,3,470,LEASEHOLD,YEARLY,73,1,7.35,48,9.791666667
32,FREEGROVE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,18-01-1901,18,1,1901,1,550,LEASEHOLD,YEARLY,66,1,7.5,44,12.5
46,GEORGE'S ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,14-03-1901,14,3,1901,1,415,FREEHOLD,YEARLY,999,0,,30,13.83333333
39,GIRDLESTONE ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,6/12/1901,6,12,1901,4,700,FREEHOLD,YEARLY,999,0,,52,13.46153846
54,HILLDROP CRESCENT,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/2/1901,5,2,1901,1,700,LEASEHOLD,YEARLY,49,1,9,,
162,HOLLOWAY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,9/10/1901,9,10,1901,4,4030,FREEHOLD,YEARLY,999,0,,180,22.38888889
483,HOLLOWAY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,21-02-1901,21,2,1901,1,875,FREEHOLD,YEARLY,999,0,,45,19.44444444
61,HORNSEY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/3/1901,7,3,1901,1,360,LEASEHOLD,YEARLY,63,1,7,43,8.372093023
221,HORNSEY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,12/3/1901,12,3,1901,1,610,LEASEHOLD,YEARLY,90,1,6.2,82.2,7.420924574
20,HUNGERFORD ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-03-1901,26,3,1901,1,545,LEASEHOLD,YEARLY,41,1,8.4,50,10.9
41,ISLEDON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-04-1901,30,4,1901,2,380,LEASEHOLD,YEARLY,41,1,6.5,36,10.55555556
50,ISLEDON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,1/5/1901,1,5,1901,2,1100,LEASEHOLD,YEARLY,41,1,4.5,115,9.565217391
66,ISLEDON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/9/1901,5,9,1901,3,395,LEASEHOLD,YEARLY,50,1,9,,
92,ISLEDON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,430,LEASEHOLD,YEARLY,50,1,8,50,8.6
108,LADY MARGARET ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-05-1901,29,5,1901,2,580,LEASEHOLD,YEARLY,67,1,6.75,50,11.6
71,LANDSEER ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,28-10-1901,28,10,1901,4,270,LEASEHOLD,YEARLY,62,1,4.2,27,10
62,LANGDON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,7/2/1901,7,2,1901,1,330,LEASEHOLD,YEARLY,69,1,6.5,,
3,MERCER'S TERRACE,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,25-07-1901,25,7,1901,3,300,LEASEHOLD,YEARLY,22,1,15,64,4.6875
47,NICHOLAY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,10/10/1901,10,10,1901,4,320,LEASEHOLD,YEARLY,76,1,6,35,9.142857143
37,ORPINGLEY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,3/10/1901,3,10,1901,4,215,LEASEHOLD,YEARLY,76,1,5,,
55,PARKHURST ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-05-1901,30,5,1901,2,470,LEASEHOLD,YEARLY,23,1,7.5,55,8.545454546
65,PARKHURST ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,10/10/1901,10,10,1901,4,325,LEASEHOLD,YEARLY,21,1,10,72,4.513888889
39,ST. JOHN'S PARK,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,10/9/1901,10,9,1901,3,430,LEASEHOLD,YEARLY,50,1,7.5,49,8.775510204
14,ST. PETER'S ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,9/5/1901,9,5,1901,2,380,LEASEHOLD,YEARLY,44,1,8.4,42,9.047619048
119,SEVEN SISTERS ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,4/7/1901,4,7,1901,3,2500,FREEHOLD,YEARLY,999,0,,105,23.80952381
1,STOCK ORCHARD CRESCENT,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,24-10-1901,24,10,1901,4,415,LEASEHOLD,YEARLY,40,1,8,48,8.645833333
11,TAVISTOCK TERRACE,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,24-04-1901,24,4,1901,2,290,LEASEHOLD,YEARLY,37,1,6.3,86,3.372093023
132,TOLLINGTON PARK,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-02-1901,26,2,1901,1,710,FREEHOLD,YEARLY,999,0,,60,11.83333333
133,TUFNELL PARK ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,11/6/1901,11,6,1901,2,490,LEASEHOLD,YEARLY,67,1,8,45,10.88888889
31,UPPER TOLLINGTON ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-07-1901,30,7,1901,3,310,LEASEHOLD,YEARLY,41,1,6.5,42,7.380952381
2a,WARRENDER ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,15-05-1901,15,5,1901,2,415,LEASEHOLD,YEARLY,55,1,6,38.5,10.77922078
10,WINDSOR ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,29-10-1901,29,10,1901,4,380,LEASEHOLD,YEARLY,51,1,5,36,10.55555556
23,YERBURY ROAD,HOLLOWAY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,26-03-1901,26,3,1901,1,530,LEASEHOLD,YEARLY,67,1,7,48,11.04166667
4a,BUSHBERRY ROAD,HOMERTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,30-09-1901,30,9,1901,3,400,LEASEHOLD,YEARLY,83,1,5,65,6.153846154
77,GLYN ROAD,HOMERTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,18-10-1901,18,10,1901,4,525,LEASEHOLD,YEARLY,74,1,2.75,40,13.125
84,TEMPLAR ROAD,HOMERTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,15-05-1901,15,5,1901,2,345,FREEHOLD,YEARLY,999,0,,,
5,CHURCH LANE,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,6/2/1901,6,2,1901,1,500,LEASEHOLD,YEARLY,81,1,9,50,10
60,HAMPDEN ROAD,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/2/1901,5,2,1901,1,300,LEASEHOLD,YEARLY,80,1,7.5,30,10
17,HARINGEY ROAD,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/12/1901,5,12,1901,4,165,LEASEHOLD,YEARLY,68,1,5,,
23,HORNSEY PARK ROAD,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,8/7/1901,8,7,1901,3,375,COPYHOLD,YEARLY,999,0,,38,9.868421053
43,LAUSANNE ROAD,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,24-01-1901,24,1,1901,1,350,LEASEHOLD,YEARLY,88,1,6.3,36,9.722222222
44,LINZEE ROAD,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,17-12-1901,17,12,1901,4,425,LEASEHOLD,YEARLY,95,1,7,40,10.625
3,THE DRIVE,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,13-06-1901,13,6,1901,2,900,FREEHOLD,YEARLY,999,0,,65,13.84615385
4,THE DRIVE,HORNSEY,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,13-06-1901,13,6,1901,2,925,FREEHOLD,YEARLY,999,0,,60,15.41666667
1,DUNCOMBE ROAD,HORNSEY RISE,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,5/7/1901,5,7,1901,3,660,LEASEHOLD,YEARLY,60,1,7,65,10.15384615
29,HANLEY ROAD,HORNSEY RISE,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-04-1901,30,4,1901,2,765,FREEHOLD,YEARLY,999,0,,,
116,HAZELVILLE ROAD,HORNSEY RISE,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,17-06-1901,17,6,1901,2,500,LEASEHOLD,YEARLY,60,1,8,50,10
1,SHAFTESBURY ROAD,HORNSEY RISE,UNITED KINGDOM,Islingt,Greater London,INNER,Greater London,30-04-1901,30,4,1901,2,610,FREEHOLD,YEARLY,999,0,,50,12.2
50,ALMA STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,17-04-1901,17,4,1901,2,355,LEASEHOLD,YEARLY,34,1,5,38,9.342105263
32,BARING STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,31-01-1901,31,1,1901,1,280,LEASEHOLD,YEARLY,31,1,3.75,32,8.75
23,BRITANNIA STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,14-03-1901,14,3,1901,1,350,FREEHOLD,YEARLY,999,0,,39,8.974358974
10,DORCHESTER STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,18-02-1901,18,2,1901,1,110,LEASEHOLD,YEARLY,13,1,15,,
141,EAST ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,3/10/1901,3,10,1901,4,575,LEASEHOLD,YEARLY,46,1,12,75,7.666666667
142,EAST ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,22-11-1901,22,11,1901,4,160,LEASEHOLD,YEARLY,17,1,10,26.4,6.060606061
3,EMSWORTH STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,21-06-1901,21,6,1901,2,75,LEASEHOLD,YEARLY,,1,4.2,,
21,HYDE ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,19-04-1901,19,4,1901,2,350,FREEHOLD,YEARLY,999,0,,24,14.58333333
72,NEW NORTH ROAD,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,21-02-1901,21,2,1901,1,270,LEASEHOLD,YEARLY,14,1,,85,3.176470588
14,PENN STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,20-05-1901,20,5,1901,2,220,LEASEHOLD,YEARLY,36,1,5,,
71,RUSHTON STREET,HOXTON,UNITED KINGDOM,Hackney,Greater London,INNER,Greater London,7/3/1901,7,3,1901,1,275,LEASEHOLD,YEARLY,32,1,4.5,36,7.638888889
